time,price,trade,amount
2014/4/17,2224.803,4833362800.00 ,45096433749.00 
2014/4/16,2232.526,5167801000.00 ,47770218198.00 
2014/4/15,2229.463,6821813000.00 ,62599115638.00 
2014/4/14,2268.613,6226499800.00 ,60254151500.00 
2014/4/11,2270.666,9061589700.00 ,86154853765.00 
2014/4/10,2273.761,11454540500.00 ,101616815025.00 
2014/4/9,2238.62,6635726800.00 ,61178630422.00 
2014/4/8,2237.316,9721911700.00 ,85692893370.00 
2014/4/4,2185.472,4794588800.00 ,43912624261.00 
2014/4/3,2165.008,7153603200.00 ,57708859685.00 
2014/4/2,2180.727,6503925700.00 ,56777151867.00 
2014/4/1,2163.115,4886640300.00 ,43659064291.00 
2014/3/31,2146.305,5545748800.00 ,48105020054.00 
2014/3/28,2151.965,7008607300.00 ,60123341093.00 
2014/3/27,2155.707,7127513200.00 ,62175860350.00 
2014/3/26,2171.047,5827617600.00 ,50116023097.00 
2014/3/25,2174.44,8687751000.00 ,67548473561.00 
2014/3/24,2176.554,10449198400.00 ,81203913733.00 
2014/3/21,2158.798,10402480700.00 ,83560511769.00 
2014/3/20,2086.967,6763128500.00 ,58951601970.00 
2014/3/19,2120.87,5930390500.00 ,55283943974.00 
2014/3/18,2138.133,5535413200.00 ,54188441365.00 
2014/3/17,2143.038,5240944500.00 ,47571288733.00 
2014/3/14,2122.836,5861773700.00 ,49805247510.00 
2014/3/13,2140.333,6922602800.00 ,59163094375.00 
2014/3/12,2114.134,7006974700.00 ,60115239174.00 
2014/3/11,2108.661,5762124300.00 ,53075782462.00 
2014/3/10,2097.787,7141640700.00 ,63086412572.00 
2014/3/7,2168.358,6426517700.00 ,58693177974.00 
2014/3/6,2173.634,6909376700.00 ,61495023657.00 
2014/3/5,2163.976,6133201500.00 ,55669679402.00 
2014/3/4,2184.273,7306925000.00 ,64691438035.00 
2014/3/3,2190.37,8207231400.00 ,69408739897.00 
2014/2/28,2178.971,7666805700.00 ,70216798972.00 
2014/2/27,2154.108,9010429600.00 ,81587999653.00 
2014/2/26,2163.405,7799329700.00 ,68640581126.00 
2014/2/25,2157.909,9323755100.00 ,88306571728.00 
2014/2/24,2214.509,8921593900.00 ,79599146389.00 
2014/2/21,2264.294,7636899300.00 ,69908188663.00 
2014/2/20,2287.436,10643953300.00 ,91771595713.00 
2014/2/19,2308.656,9935256100.00 ,88341900374.00 
2014/2/18,2282.442,8704974300.00 ,88107267954.00 
2014/2/17,2311.647,8783166600.00 ,86871352624.00 
2014/2/14,2295.575,6708299700.00 ,64613327719.00 
2014/2/13,2279.554,9621778900.00 ,87352124305.00 
2014/2/12,2291.246,7659216100.00 ,73487379679.00 
2014/2/11,2285.562,9922982900.00 ,92688969126.00 
2014/2/10,2267.534,8306571600.00 ,81103244127.00 
2014/2/7,2212.483,5045931500.00 ,49597106433.00 
2014/1/30,2202.45,4363230400.00 ,43475960839.00 
2014/1/29,2227.781,5022271700.00 ,48788682770.00 
2014/1/28,2219.855,5326913000.00 ,49408754555.00 
2014/1/27,2215.919,7034424600.00 ,63503992484.00 
2014/1/24,2245.678,6116767000.00 ,59563444873.00 
2014/1/23,2231.889,5634595100.00 ,55726417393.00 
2014/1/22,2243.796,7064137500.00 ,64803357078.00 
2014/1/21,2187.41,4030624700.00 ,38590992772.00 
2014/1/20,2165.993,4056015400.00 ,39157227541.00 
2014/1/17,2178.488,5027315500.00 ,46268159163.00 
2014/1/16,2211.844,5229890200.00 ,49842784005.00 
2014/1/15,2208.941,4896239500.00 ,45755914348.00 
2014/1/14,2212.846,5404994700.00 ,46785099888.00 
2014/1/13,2193.679,5012277200.00 ,46123003754.00 
2014/1/10,2204.851,5416929300.00 ,47572309533.00 
2014/1/9,2222.221,5598704100.00 ,54399491333.00 
2014/1/8,2241.911,5134885400.00 ,50691488898.00 
2014/1/7,2238.001,4375310300.00 ,42565648108.00 
2014/1/6,2238.637,6630040300.00 ,59979360128.00 
2014/1/3,2290.779,5978264500.00 ,57739709924.00 
2014/1/2,2321.978,4519429100.00 ,49012211124.00 
2013/12/31,2330.026,5663107000.00 ,57026486218.00 
2013/12/30,2299.458,4841430800.00 ,46156442661.00 
2013/12/27,2303.478,5338915700.00 ,51197946376.00 
2013/12/26,2265.334,5149756300.00 ,48603013700.00 
2013/12/25,2305.11,4400532600.00 ,41202984186.00 
2013/12/24,2288.248,4559916800.00 ,45173191422.00 
2013/12/23,2284.602,4558028500.00 ,44415342954.00 
2013/12/20,2278.136,6520420700.00 ,60862129503.00 
2013/12/19,2332.41,4809568000.00 ,45148866928.00 
2013/12/18,2357.226,4001520700.00 ,39675269794.00 
2013/12/17,2356.376,4848389100.00 ,46306075570.00 
2013/12/16,2367.923,6458167400.00 ,62107893611.00 
2013/12/13,2406.639,5150119600.00 ,47583527668.00 
2013/12/12,2410.015,5014771900.00 ,47481447335.00 
2013/12/11,2412.763,6807514400.00 ,62808851026.00 
2013/12/10,2453.322,6694142400.00 ,61236728790.00 
2013/12/9,2450.872,5716488400.00 ,57634539131.00 
2013/12/6,2452.287,6611408900.00 ,64843207895.00 
2013/12/5,2468.197,7770893200.00 ,72999931131.00 
2013/12/4,2475.135,10265023500.00 ,94783931336.00 
2013/12/3,2442.784,7445575200.00 ,72045234174.00 
2013/12/2,2418.788,11965512300.00 ,112921841120.00 
2013/11/29,2438.944,6180374600.00 ,61907374173.00 
2013/11/28,2439.53,9066040600.00 ,86852445384.00 
2013/11/27,2414.481,7529408800.00 ,70744775407.00 
2013/11/26,2387.416,5918586400.00 ,53334204356.00 
2013/11/25,2388.629,6614473400.00 ,63811265014.00 
2013/11/22,2397.962,7500067500.00 ,70052206585.00 
2013/11/21,2409.989,8770667700.00 ,82220527035.00 
2013/11/20,2424.85,7229180100.00 ,67741428196.00 
2013/11/19,2412.163,7864829600.00 ,79884936328.00 
2013/11/18,2428.903,11003463300.00 ,108549512988.00 
2013/11/15,2350.734,8639177100.00 ,83147858433.00 
2013/11/14,2304.501,5731035600.00 ,51945077793.00 
2013/11/13,2288.116,5984883100.00 ,53183050105.00 
2013/11/12,2340,5268754500.00 ,49854763423.00 
2013/11/11,2315.889,4573945700.00 ,42566548184.00 
2013/11/8,2307.945,5378850800.00 ,48564999878.00 
2013/11/7,2340.552,5482174700.00 ,50942569626.00 
2013/11/6,2353.568,6377666300.00 ,59536872794.00 
2013/11/5,2383.769,6208448800.00 ,56935549943.00 
2013/11/4,2380.454,5179846100.00 ,48959462043.00 
2013/11/1,2384.96,6305576200.00 ,57820026665.00 
2013/10/31,2373.718,8273696400.00 ,70393879838.00 
2013/10/30,2407.471,9217812600.00 ,75735067216.00 
2013/10/29,2372.053,10673783300.00 ,91741559592.00 
2013/10/28,2365.954,6287615200.00 ,56602098405.00 
2013/10/25,2368.559,7707018200.00 ,70778094834.00 
2013/10/24,2400.511,6456082100.00 ,60427235951.00 
2013/10/23,2418.491,9154535500.00 ,83286778556.00 
2013/10/22,2445.891,9070302900.00 ,83412053857.00 
2013/10/21,2471.322,8490979500.00 ,82223144817.00 
2013/10/18,2426.054,6029163000.00 ,59138754367.00 
2013/10/17,2413.33,7122247400.00 ,67722892391.00 
2013/10/16,2421.371,8897983400.00 ,83150844984.00 
2013/10/15,2467.517,8917349600.00 ,86100822006.00 
2013/10/14,2472.542,10008130100.00 ,99109155920.00 
2013/10/11,2468.508,9338826100.00 ,91811541654.00 
2013/10/10,2429.317,9032970600.00 ,89468020274.00 
2013/10/9,2453.583,7627764500.00 ,76128340887.00 
2013/10/8,2441.811,8478550600.00 ,84229908920.00 
2013/9/30,2409.037,5951399200.00 ,60990141884.00 
2013/9/27,2394.971,6597150800.00 ,66383990191.00 
2013/9/26,2384.443,8623677000.00 ,84183923178.00 
2013/9/25,2429.03,9051841800.00 ,89119216662.00 
2013/9/24,2443.885,9785301300.00 ,96769831421.00 
2013/9/23,2472.288,8012835200.00 ,80920687856.00 
2013/9/18,2432.51,7104075900.00 ,69341324599.00 
2013/9/17,2427.322,9945998200.00 ,93115107921.00 
2013/9/16,2478.39,10538328200.00 ,97043842349.00 
2013/9/13,2488.902,11077504900.00 ,98275004927.00 
2013/9/12,2507.455,14517317500.00 ,126115528291.00 
2013/9/11,2482.889,16691497400.00 ,142830288492.00 
2013/9/10,2474.894,15485599200.00 ,130648129418.00 
2013/9/9,2440.609,14988964000.00 ,127299546171.00 
2013/9/6,2357.782,7334011600.00 ,63916893626.00 
2013/9/5,2341.735,6295138300.00 ,59606065186.00 
2013/9/4,2350.699,7872576300.00 ,68509013842.00 
2013/9/3,2354.502,8055400500.00 ,72663978650.00 
2013/9/2,2320.344,7951024900.00 ,73575869316.00 
2013/8/30,2313.91,8765451500.00 ,76695994654.00 
2013/8/29,2318.311,6608541500.00 ,59719882399.00 
2013/8/28,2328.056,8925617400.00 ,80965562365.00 
2013/8/27,2340.881,6599033300.00 ,62575377643.00 
2013/8/26,2335.616,7037104300.00 ,66541009856.00 
2013/8/23,2286.929,6896713300.00 ,65459845296.00 
2013/8/22,2303.932,5533810400.00 ,51686310590.00 
2013/8/21,2308.589,5500738400.00 ,50886495497.00 
2013/8/20,2312.465,7308634500.00 ,67589707172.00 
2013/8/19,2331.43,7248322400.00 ,67064925390.00 
2013/8/16,2304.144,12036956300.00 ,104026773370.00 
2013/8/15,2321.576,6195185300.00 ,59411203587.00 
2013/8/14,2349.08,7594212800.00 ,71338219589.00 
2013/8/13,2359.068,7839363600.00 ,71178520240.00 
2013/8/12,2352.794,9786321600.00 ,94038910336.00 
2013/8/9,2286.01,6460001700.00 ,62663979060.00 
2013/8/8,2276.782,5309843000.00 ,52710276666.00 
2013/8/7,2280.623,7304869500.00 ,69560482114.00 
2013/8/6,2293.641,7374689500.00 ,68993574807.00 
2013/8/5,2278.329,5534215100.00 ,53623068581.00 
2013/8/2,2247.263,6089089300.00 ,58459999450.00 
2013/8/1,2245.364,6260399700.00 ,58944765673.00 
2013/7/31,2193.021,4832705500.00 ,46723493389.00 
2013/7/30,2189.388,5519362300.00 ,50907227289.00 
2013/7/29,2175.97,5460092500.00 ,49624613440.00 
2013/7/26,2224.008,4894109800.00 ,45636069902.00 
2013/7/25,2237.683,6577431600.00 ,60558362762.00 
2013/7/24,2249.151,6959230700.00 ,69279825849.00 
2013/7/23,2265.845,7480973100.00 ,69255423111.00 
2013/7/22,2202.189,5328349500.00 ,48872947253.00 
2013/7/19,2190.478,7053528200.00 ,66179072656.00 
2013/7/18,2245.328,5714429200.00 ,51937235147.00 
2013/7/17,2282.836,6765524800.00 ,63229061677.00 
2013/7/16,2317.848,6562415700.00 ,62085631916.00 
2013/7/15,2307.297,7475788400.00 ,71796189674.00 
2013/7/12,2275.373,8973308200.00 ,82064555657.00 
2013/7/11,2326.688,12579319200.00 ,111329812773.00 
2013/7/10,2224.065,6114978100.00 ,54373757823.00 
2013/7/9,2162.669,4149443300.00 ,37246189870.00 
2013/7/8,2163.619,5478249300.00 ,49288252039.00 
2013/7/5,2226.849,6182177500.00 ,58424400611.00 
2013/7/4,2221.979,7258114500.00 ,67189379203.00 
2013/7/3,2203.828,6583602200.00 ,59536760190.00 
2013/7/2,2221.984,6183885000.00 ,59632902046.00 
2013/7/1,2213.317,5772622700.00 ,51874735216.00 
2013/6/28,2200.639,7945132700.00 ,64106048718.00 
2013/6/27,2160.735,7540675300.00 ,62927082416.00 
2013/6/26,2168.297,7925642600.00 ,67298430249.00 
2013/6/25,2165.421,10755488200.00 ,87090393952.00 
2013/6/24,2171.21,8659725900.00 ,73731930536.00 
2013/6/21,2317.394,5870579800.00 ,53486132980.00 
2013/6/20,2321.466,5520102000.00 ,52171735063.00 
2013/6/19,2400.765,5434626000.00 ,52979991053.00 
2013/6/18,2418.745,4863037900.00 ,48792090467.00 
2013/6/17,2403.839,5039571100.00 ,51983757469.00 
2013/6/14,2416.771,5596453400.00 ,53686779328.00 
2013/6/13,2399.937,6973006600.00 ,64081598112.00 
2013/6/7,2484.16,6103089400.00 ,61366173745.00 
2013/6/6,2527.845,5249652900.00 ,54448113429.00 
2013/6/5,2560.539,4563719300.00 ,47367057838.00 
2013/6/4,2565.666,6631575000.00 ,63139420045.00 
2013/6/3,2602.623,5977446800.00 ,63008705172.00 
2013/5/31,2606.426,6252853300.00 ,65904433688.00 
2013/5/30,2634.323,7014636800.00 ,71045065872.00 
2013/5/29,2642.561,7927770900.00 ,81953853231.00 
2013/5/28,2644.359,8419611200.00 ,86756736777.00 
2013/5/27,2599.587,6419508000.00 ,66701652802.00 
2013/5/24,2597.228,6073966900.00 ,62831235051.00 
2013/5/23,2582.849,8482537000.00 ,81359908175.00 
2013/5/22,2618.034,7419181700.00 ,78224126421.00 
2013/5/21,2614.853,7150599400.00 ,75837813846.00 
2013/5/20,2609.607,8633780300.00 ,94059415836.00 
2013/5/17,2592.048,8185080100.00 ,83599367908.00 
2013/5/16,2552.709,7079618200.00 ,76830436307.00 
2013/5/15,2506.925,4418966000.00 ,47578585624.00 
2013/5/14,2493.338,5488006400.00 ,56144573527.00 
2013/5/13,2530.768,5409214700.00 ,55155093224.00 
2013/5/10,2540.836,4881672800.00 ,50896689221.00 
2013/5/9,2527.794,6024014500.00 ,64438292561.00 
2013/5/8,2542.798,5955429400.00 ,60309148841.00 
2013/5/7,2529.938,5449064300.00 ,59244949469.00 
2013/5/6,2525.983,6041878000.00 ,61767951099.00 
2013/5/3,2492.912,6233009100.00 ,63267042656.00 
2013/5/2,2449.639,4701608800.00 ,47200448204.00 
2013/4/26,2447.306,4712337800.00 ,46351986661.00 
2013/4/25,2467.875,6055792700.00 ,59891284466.00 
2013/4/24,2495.579,6305091600.00 ,62189421706.00 
2013/4/23,2449.471,6065398200.00 ,61576157889.00 
2013/4/22,2530.67,6251188300.00 ,63027024091.00 
2013/4/19,2533.827,7552087600.00 ,76723675264.00 
2013/4/18,2464.851,4286070700.00 ,46270137159.00 
2013/4/17,2458.473,4469216400.00 ,46800831850.00 
2013/4/16,2459.592,5528061300.00 ,53783255198.00 
2013/4/15,2436.818,4653973400.00 ,44084843341.00 
2013/4/12,2462.112,3991727800.00 ,40428047827.00 
2013/4/11,2477.876,4298995800.00 ,43039949368.00 
2013/4/10,2485.309,4750491300.00 ,51963820632.00 
2013/4/9,2489.43,5238982400.00 ,54947035592.00 
2013/4/8,2472.299,5329677200.00 ,55249297714.00 
2013/4/3,2483.547,4556422100.00 ,45156719409.00 
2013/4/2,2486.391,5568415200.00 ,55637391748.00 
2013/4/1,2493.187,4734602200.00 ,47159820558.00 
2013/3/29,2495.083,5240213700.00 ,52055540480.00 
2013/3/28,2499.302,8757840500.00 ,84725899121.00 
2013/3/27,2583.53,5690651700.00 ,58652246310.00 
2013/3/26,2575.05,6396296100.00 ,65306571624.00 
2013/3/25,2613.097,5626140200.00 ,58004930851.00 
2013/3/22,2618.308,5564714100.00 ,55882142445.00 
2013/3/21,2614.988,6955275600.00 ,71642665537.00 
2013/3/20,2610.174,9070062200.00 ,91271022200.00 
2013/3/19,2525.097,5453647600.00 ,55601011985.00 
2013/3/18,2502.493,5981277800.00 ,63093556699.00 
2013/3/15,2539.873,8137218500.00 ,82749877355.00 
2013/3/14,2534.273,4760575600.00 ,49929775447.00 
2013/3/13,2527.486,5643046000.00 ,56003723639.00 
2013/3/12,2555.615,7193514100.00 ,71675127580.00 
2013/3/11,2592.372,5094643600.00 ,52460900851.00 
2013/3/8,2606.927,5942955700.00 ,63054592405.00 
2013/3/7,2619.479,9408266600.00 ,96498095994.00 
2013/3/6,2650.202,9582965200.00 ,95048891279.00 
2013/3/5,2622.807,8966115200.00 ,92357133815.00 
2013/3/4,2545.715,11061910300.00 ,112585043728.00 
2013/3/1,2668.836,7334375300.00 ,80342747703.00 
2013/2/28,2673.327,8692259500.00 ,92235377254.00 
2013/2/27,2594.677,6322674300.00 ,64612274221.00 
2013/2/26,2567.595,8000306500.00 ,83373960556.00 
2013/2/25,2604.96,5316194200.00 ,55614493314.00 
2013/2/22,2596.604,6020485200.00 ,65899100176.00 
2013/2/21,2610.549,10065798400.00 ,103619498796.00 
2013/2/20,2702.635,7001937700.00 ,73636360656.00 
2013/2/19,2685.606,8062643100.00 ,82460808230.00 
2013/2/18,2737.471,7643822700.00 ,81001366822.00 
2013/2/8,2771.725,7742964400.00 ,82903631783.00 
2013/2/7,2759.87,8997814200.00 ,95978595584.00 
2013/2/6,2775.844,8277927100.00 ,88989578113.00 
2013/2/5,2771.675,11613081900.00 ,112701171610.00 
2013/2/4,2748.028,12793917900.00 ,136119589827.00 
2013/2/1,2743.324,10387951500.00 ,110560933901.00 
2013/1/31,2686.882,9674010100.00 ,94476820552.00 
2013/1/30,2688.711,9987499000.00 ,100856652553.00 
2013/1/29,2675.866,10104022900.00 ,108827009893.00 
2013/1/28,2651.863,9127479000.00 ,98173275704.00 
2013/1/25,2571.674,5848735900.00 ,60689373994.00 
2013/1/24,2582.755,11127717200.00 ,109537680297.00 
2013/1/23,2607.456,7573944400.00 ,72758926411.00 
2013/1/22,2596.898,10576627500.00 ,102261160399.00 
2013/1/21,2610.898,8413374200.00 ,85357442058.00 
2013/1/18,2595.439,7794030300.00 ,77435163470.00 
2013/1/17,2552.758,6991523900.00 ,71716118533.00 
2013/1/16,2577.092,9353608400.00 ,95564995007.00 
2013/1/15,2595.856,9862080500.00 ,101356961358.00 
2013/1/14,2577.725,9355409100.00 ,96853471373.00 
2013/1/11,2483.23,7423917600.00 ,72775921987.00 
2013/1/10,2530.569,7108586200.00 ,71159045499.00 
2013/1/9,2526.126,7023117000.00 ,74233596955.00 
2013/1/8,2525.33,7183710000.00 ,76498061772.00 
2013/1/7,2535.985,7516799300.00 ,73167512509.00 
2013/1/4,2524.409,9798818200.00 ,95579245007.00 
2012/12/31,2522.952,8200229300.00 ,81149079560.00 
2012/12/28,2480.049,6716632100.00 ,66053288179.00 
2012/12/27,2444.594,7325506700.00 ,69327603833.00 
2012/12/26,2457.619,7159182800.00 ,68406242066.00 
2012/12/25,2448.395,9550235000.00 ,89877770350.00 
2012/12/24,2381.217,5308700400.00 ,54121541302.00 
2012/12/21,2372.002,6871415800.00 ,66887708129.00 
2012/12/20,2384.816,6565546200.00 ,63028692015.00 
2012/12/19,2371.109,6329253000.00 ,61140748228.00 
2012/12/18,2368.12,8578484900.00 ,78802837302.00 
2012/12/17,2366.7,9408819500.00 ,85000820332.00 
2012/12/14,2355.865,11089256200.00 ,93934741143.00 
2012/12/13,2242.635,4194210000.00 ,36665684856.00 
2012/12/12,2267.767,4500645400.00 ,39182538242.00 
2012/12/11,2258.5,5146870300.00 ,45087981874.00 
2012/12/10,2271.046,7337547500.00 ,61399772028.00 
2012/12/7,2246.757,7616974800.00 ,64996499283.00 
2012/12/6,2203.602,4857468900.00 ,42758570153.00 
2012/12/5,2207.878,8248710300.00 ,69109050480.00 
2012/12/4,2131.473,3622591500.00 ,31732336903.00 
2012/12/3,2108.85,4018676200.00 ,34173653616.00 
2012/11/30,2139.661,3640691100.00 ,28552066162.00 
2012/11/29,2115.676,2967062500.00 ,24016256021.00 
2012/11/28,2129.161,3000933900.00 ,24423321714.00 
2012/11/27,2150.638,3194674600.00 ,26149735216.00 
2012/11/26,2175.599,2474269600.00 ,22231498412.00 
2012/11/23,2192.676,2866749300.00 ,26307630050.00 
2012/11/22,2177.546,2291235100.00 ,21536153037.00 
2012/11/21,2194.896,3050848200.00 ,27121949931.00 
2012/11/20,2164.881,2394891600.00 ,22999196160.00 
2012/11/19,2174.985,2697866600.00 ,26737221714.00 
2012/11/16,2177.24,3024778600.00 ,26118247405.00 
2012/11/15,2193.623,2831915100.00 ,23778694920.00 
2012/11/14,2223.11,2675879000.00 ,23592323468.00 
2012/11/13,2212.44,3408370400.00 ,28818451577.00 
2012/11/12,2251.848,3472168500.00 ,29040821378.00 
2012/11/9,2240.924,3050696800.00 ,24374277793.00 
2012/11/8,2245.405,3542647500.00 ,30411864845.00 
2012/11/7,2287.505,3306740300.00 ,30278449435.00 
2012/11/6,2292.206,3928062700.00 ,34473381993.00 
2012/11/5,2301.88,3951037200.00 ,33663152794.00 
2012/11/2,2306.774,3983328800.00 ,34893875754.00 
2012/11/1,2297.884,5076172900.00 ,45602138249.00 
2012/10/31,2254.82,3716979500.00 ,30634360248.00 
2012/10/30,2239.882,3408312500.00 ,29516628523.00 
2012/10/29,2235.854,2758132500.00 ,25328650697.00 
2012/10/26,2247.907,4090051900.00 ,34530067051.00 
2012/10/25,2291.239,4435153100.00 ,33183528714.00 
2012/10/24,2307.779,3754244500.00 ,30392377974.00 
2012/10/23,2312.077,3722127200.00 ,33716876575.00 
2012/10/22,2341.592,3436828600.00 ,32815273277.00 
2012/10/19,2332.47,3592773200.00 ,33173031578.00 
2012/10/18,2336.077,5061510000.00 ,45050292530.00 
2012/10/17,2300.803,3334940900.00 ,31270899032.00 
2012/10/16,2298.162,3205967900.00 ,32705140504.00 
2012/10/15,2294.857,2865174600.00 ,28569021615.00 
2012/10/12,2304.531,3687414500.00 ,33205903773.00 
2012/10/11,2302.533,4130065500.00 ,36172963459.00 
2012/10/10,2324.117,4268623800.00 ,37873996221.00 
2012/10/9,2320.157,5254888700.00 ,48330196363.00 
2012/10/8,2270.054,3553442400.00 ,33915840250.00 
2012/9/28,2293.106,5787582500.00 ,54431465854.00 
2012/9/27,2251.717,5301690000.00 ,48210577766.00 
2012/9/26,2184.891,2745462600.00 ,24918916453.00 
2012/9/25,2210.154,2787701900.00 ,26677064455.00 
2012/9/24,2215.516,3750168600.00 ,33608761246.00 
2012/9/21,2199.063,3812059300.00 ,34043368088.00 
2012/9/20,2195.951,4254577900.00 ,38385856464.00 
2012/9/19,2246.236,3434970600.00 ,32607010935.00 
2012/9/18,2235.239,3322869600.00 ,30171497189.00 
2012/9/17,2258.705,4898473400.00 ,43753169666.00 
2012/9/14,2315.542,6157181400.00 ,55438612876.00 
2012/9/13,2298.461,4204984900.00 ,38023998305.00 
2012/9/12,2320.071,4962251800.00 ,46485174475.00 
2012/9/11,2311.89,4626071900.00 ,43389766043.00 
2012/9/10,2326.666,6533055400.00 ,63252038538.00 
2012/9/7,2317.179,9452976400.00 ,84302249171.00 
2012/9/6,2217.823,3169588400.00 ,26873315868.00 
2012/9/5,2199.875,3475182400.00 ,30445168179.00 
2012/9/4,2204.407,3485268800.00 ,33220203922.00 
2012/9/3,2228.369,3854859200.00 ,35299176728.00 
2012/8/31,2204.868,2596498600.00 ,23340891008.00 
2012/8/30,2211.37,3549131000.00 ,33867206099.00 
2012/8/29,2214.814,2901064800.00 ,27396186648.00 
2012/8/28,2238.411,3377361500.00 ,30331076332.00 
2012/8/27,2228.204,3738619100.00 ,35384156112.00 
2012/8/24,2275.677,3186959100.00 ,32986336544.00 
2012/8/23,2302.199,3133534200.00 ,33789603948.00 
2012/8/22,2295.586,3170841200.00 ,31547519179.00 
2012/8/21,2313.703,3489510000.00 ,34757869338.00 
2012/8/20,2301.788,2740203300.00 ,27174816852.00 
2012/8/17,2313.476,2606571700.00 ,28629966797.00 
2012/8/16,2319.67,2590290500.00 ,27076003542.00 
2012/8/15,2331.615,3058017600.00 ,30332554840.00 
2012/8/14,2357.016,3985006600.00 ,42404687531.00 
2012/8/13,2351.931,4478354600.00 ,46249676189.00 
2012/8/10,2399.751,3470299500.00 ,40699222527.00 
2012/8/9,2411.7,3565895100.00 ,43256096919.00 
2012/8/8,2389.795,3781045100.00 ,41340862162.00 
2012/8/7,2388.873,3828548900.00 ,40403711505.00 
2012/8/6,2385.611,4182066500.00 ,43686686303.00 
2012/8/3,2353.737,2976978500.00 ,31106947335.00 
2012/8/2,2334.882,3151615900.00 ,29751166648.00 
2012/8/1,2358.651,3142084800.00 ,31277764382.00 
2012/7/31,2332.922,3209972300.00 ,31196332451.00 
2012/7/30,2335.793,3048485100.00 ,29907972257.00 
2012/7/27,2349.108,3109052500.00 ,33048182067.00 
2012/7/26,2347.488,3131409400.00 ,31326395007.00 
2012/7/25,2360.083,2489650100.00 ,25730598144.00 
2012/7/24,2375.992,3031007900.00 ,31149105846.00 
2012/7/23,2365.431,3239036900.00 ,33178928582.00 
2012/7/20,2398.455,3761975400.00 ,36683623955.00 
2012/7/19,2424.322,4694905200.00 ,47704038961.00 
2012/7/18,2414.335,4175178800.00 ,44325492550.00 
2012/7/17,2414.201,3342432900.00 ,38285441648.00 
2012/7/16,2399.731,4277187000.00 ,45844882072.00 
2012/7/13,2450.633,3672525600.00 ,42013581196.00 
2012/7/12,2449.181,5671769100.00 ,65137536868.00 
2012/7/11,2425.572,3762431200.00 ,39851892244.00 
2012/7/10,2406.706,3554998400.00 ,38539025245.00 
2012/7/9,2416.036,4922330200.00 ,54601732513.00 
2012/7/6,2472.614,4961060500.00 ,56601778899.00 
2012/7/5,2430.37,3472614500.00 ,35946204421.00 
2012/7/4,2464.919,3445214200.00 ,37837659888.00 
2012/7/3,2468.721,3869335400.00 ,45004653879.00 
2012/7/2,2465.238,4051007800.00 ,45651476527.00 
2012/6/29,2461.612,3799494100.00 ,40976538386.00 
2012/6/28,2425.729,3054311300.00 ,34418793210.00 
2012/6/27,2447.195,3000755300.00 ,31437597414.00 
2012/6/26,2454.915,3173400800.00 ,33896511717.00 
2012/6/25,2456.518,4010673500.00 ,42503507171.00 
2012/6/21,2512.185,3539673200.00 ,38607959039.00 
2012/6/20,2552.611,2985063900.00 ,33573669769.00 
2012/6/19,2558.621,3270055300.00 ,37020041266.00 
2012/6/18,2581.212,3569362800.00 ,40852450181.00 
2012/6/15,2568.054,4278607800.00 ,48868302897.00 
2012/6/14,2560.421,4024793400.00 ,46331822555.00 
2012/6/13,2580.636,4501456800.00 ,51291269477.00 
2012/6/12,2540.178,3793667600.00 ,40259911520.00 
2012/6/11,2558.265,4009826000.00 ,43449657466.00 
2012/6/8,2524.329,4385642600.00 ,47638005888.00 
2012/6/7,2542.184,3484118600.00 ,42053000073.00 
2012/6/6,2557.401,3385769400.00 ,41316908581.00 
2012/6/5,2558.842,3777991000.00 ,43553303591.00 
2012/6/4,2559.026,5247850200.00 ,60615569451.00 
2012/6/1,2632.998,4419105600.00 ,53843404285.00 
2012/5/31,2632.042,4410746900.00 ,49875041384.00 
2012/5/30,2642.258,5185543600.00 ,56976275428.00 
2012/5/29,2650.854,7213563700.00 ,78681504585.00 
2012/5/28,2614.689,5633927500.00 ,58412343035.00 
2012/5/25,2573.103,3927300400.00 ,41420081778.00 
2012/5/24,2595.26,4284406600.00 ,50064439874.00 
2012/5/23,2616.869,4371953100.00 ,52563403310.00 
2012/5/22,2627.525,4277352900.00 ,49392413014.00 
2012/5/21,2587.231,3860209000.00 ,44300405781.00 
2012/5/18,2573.976,4342212400.00 ,46907511775.00 
2012/5/17,2613.942,4372838900.00 ,49203910040.00 
2012/5/16,2574.647,4328027400.00 ,47863536278.00 
2012/5/15,2617.374,4576727100.00 ,51374761939.00 
2012/5/14,2615.534,5208248400.00 ,60331294491.00 
2012/5/11,2636.917,4100614300.00 ,49392898299.00 
2012/5/10,2657.214,4696257600.00 ,54056953614.00 
2012/5/9,2657.514,5840028300.00 ,69482578578.00 
2012/5/8,2709.116,6311084000.00 ,73744497984.00 
2012/5/7,2717.778,6854731400.00 ,82715668565.00 
2012/5/4,2715.879,6321808600.00 ,73699551125.00 
2012/5/3,2691.518,5936109000.00 ,72337336415.00 
2012/5/2,2683.487,8014865400.00 ,92366091966.00 
2012/4/27,2626.157,4823358600.00 ,53345515969.00 
2012/4/26,2631.487,5896566700.00 ,64377486667.00 
2012/4/25,2625.99,6246805300.00 ,63529458933.00 
2012/4/24,2604.866,7113955800.00 ,73150514001.00 
2012/4/23,2606.038,5866493800.00 ,62073949557.00 
2012/4/20,2626.839,6144637900.00 ,63829908072.00 
